out	asmid	species	strain	locustag	busco	hlen	table	genome_fa
GCA_056506365.1_ASM5650636v1	GCA_056506365.1_ASM5650636v1	Phyllosticta capitalensis	CYK56	FDE4CBB8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_056506365.1_ASM5650636v1.fa.gz
GCA_001604925.1_ASM160492v1	GCA_001604925.1_ASM160492v1	Phyllosticta capitalensis	Gm33	F67609A2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001604925.1_ASM160492v1.fa.gz
GCA_006984725.1_ASM698472v1	GCA_006984725.1_ASM698472v1	Phyllosticta capitalensis	LGMF01	FF4C0F76	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_006984725.1_ASM698472v1.fa.gz
GCF_038021145.1_Pcitr2	GCF_038021145.1_Pcitr2	Phyllosticta citriasiana	CBS 120426	F65B9AE1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_038021145.1_Pcitr2.fa.gz
GCA_038021125.1_Pcitri2	GCA_038021125.1_Pcitri2	Phyllosticta citriasiana	CBS 123371	F6F43D77	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038021125.1_Pcitri2.fa.gz
GCA_009193405.1_ASM919340v1	GCA_009193405.1_ASM919340v1	Phyllosticta citriasiana	CGMCC3.14344	FBE00237	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_009193405.1_ASM919340v1.fa.gz
GCA_030028535.1_ASM3002853v1	GCA_030028535.1_ASM3002853v1	Phyllosticta citriasiana	LSVM1095	F722250F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030028535.1_ASM3002853v1.fa.gz
GCA_030028455.1_ASM3002845v1	GCA_030028455.1_ASM3002845v1	Phyllosticta citriasiana	LSVM1146	FFB4AFDD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030028455.1_ASM3002845v1.fa.gz
GCA_030028555.1_ASM3002855v1	GCA_030028555.1_ASM3002855v1	Phyllosticta citriasiana	LSVM204	F089D885	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030028555.1_ASM3002855v1.fa.gz
GCA_038380855.1_Phcit1	GCA_038380855.1_Phcit1	Phyllosticta citribraziliensis	CBS 100098	F8D03D37	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038380855.1_Phcit1.fa.gz
GCF_038025025.1_Pcit17464	GCF_038025025.1_Pcit17464	Phyllosticta citribraziliensis	CPC 17464	F6C5EABE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_038025025.1_Pcit17464.fa.gz
GCA_038025125.1_Pcit120373	GCA_038025125.1_Pcit120373	Phyllosticta citricarpa	CBS 102373	FB2CD556	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038025125.1_Pcit120373.fa.gz
GCA_038051245.1_Pcit11120	GCA_038051245.1_Pcit11120	Phyllosticta citricarpa	CBS 111.20	FD44548A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038051245.1_Pcit11120.fa.gz
GCA_038025095.1_Pcit122482	GCA_038025095.1_Pcit122482	Phyllosticta citricarpa	CBS 122482	F4936DC9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038025095.1_Pcit122482.fa.gz
GCA_038025055.1_Pcit122670	GCA_038025055.1_Pcit122670	Phyllosticta citricarpa	CBS 122670	FCEC38BF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038025055.1_Pcit122670.fa.gz
GCA_043640705.1_Pcit131864	GCA_043640705.1_Pcit131864	Phyllosticta citricarpa	CBS 131864	F1C4064A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_043640705.1_Pcit131864.fa.gz
GCA_038051255.1_Pcit141352	GCA_038051255.1_Pcit141352	Phyllosticta citricarpa	CBS 141352	FC2BFC4D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038051255.1_Pcit141352.fa.gz
GCA_000382785.1_Contig	GCA_000382785.1_Contig	Phyllosticta citricarpa	CGMCC3.14348	F13E4524	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000382785.1_Contig.fa.gz
GCA_037962995.1_Pcit16586	GCA_037962995.1_Pcit16586	Phyllosticta citricarpa	CPC 16586	F690F573	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037962995.1_Pcit16586.fa.gz
GCA_001604955.1_ASM160495v1	GCA_001604955.1_ASM160495v1	Phyllosticta citricarpa	Gc12	F90DD13B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001604955.1_ASM160495v1.fa.gz
GCA_006984745.1_ASM698474v1	GCA_006984745.1_ASM698474v1	Phyllosticta citricarpa	LGMF06	F12A141F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_006984745.1_ASM698474v1.fa.gz
GCA_030028515.1_ASM3002851v1	GCA_030028515.1_ASM3002851v1	Phyllosticta citricarpa	LSVM1123	FC6251F4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030028515.1_ASM3002851v1.fa.gz
GCA_030028495.1_ASM3002849v1	GCA_030028495.1_ASM3002849v1	Phyllosticta citricarpa	LSVM359	F3EEDFA6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030028495.1_ASM3002849v1.fa.gz
GCA_018992025.1_ASM1899202v1	GCA_018992025.1_ASM1899202v1	Phyllosticta citricarpa	USA106	F05AFF2C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018992025.1_ASM1899202v1.fa.gz
GCA_018991915.1_ASM1899191v1	GCA_018991915.1_ASM1899191v1	Phyllosticta citricarpa	USA109	F86D17BB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018991915.1_ASM1899191v1.fa.gz
GCA_018991875.1_ASM1899187v1	GCA_018991875.1_ASM1899187v1	Phyllosticta citricarpa	USA110	F759A0F4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018991875.1_ASM1899187v1.fa.gz
GCA_019009935.1_ASM1900993v1	GCA_019009935.1_ASM1900993v1	Phyllosticta citricarpa	USA111	FD4CD275	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019009935.1_ASM1900993v1.fa.gz
GCA_018991885.1_ASM1899188v1	GCA_018991885.1_ASM1899188v1	Phyllosticta citricarpa	USA119	F4DC523D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018991885.1_ASM1899188v1.fa.gz
GCA_018991845.1_ASM1899184v1	GCA_018991845.1_ASM1899184v1	Phyllosticta citricarpa	USA120	F4FB3BE2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018991845.1_ASM1899184v1.fa.gz
GCA_019009945.1_ASM1900994v1	GCA_019009945.1_ASM1900994v1	Phyllosticta citricarpa	USA121	F3DEBE9B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019009945.1_ASM1900994v1.fa.gz
GCA_019009905.1_ASM1900990v1	GCA_019009905.1_ASM1900990v1	Phyllosticta citricarpa	USA122	F021DB26	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019009905.1_ASM1900990v1.fa.gz
GCA_018990085.1_ASM1899008v1	GCA_018990085.1_ASM1899008v1	Phyllosticta citricarpa	USA14	F145D06D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018990085.1_ASM1899008v1.fa.gz
GCA_018990095.1_ASM1899009v1	GCA_018990095.1_ASM1899009v1	Phyllosticta citricarpa	USA27	F11B0FD2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018990095.1_ASM1899009v1.fa.gz
GCA_018990155.1_ASM1899015v1	GCA_018990155.1_ASM1899015v1	Phyllosticta citricarpa	USA28	FC7A272C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018990155.1_ASM1899015v1.fa.gz
GCA_019008475.1_ASM1900847v1	GCA_019008475.1_ASM1900847v1	Phyllosticta citricarpa	USA43	F1670196	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019008475.1_ASM1900847v1.fa.gz
GCA_019008305.1_ASM1900830v1	GCA_019008305.1_ASM1900830v1	Phyllosticta citricarpa	USA48	F4681F0A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019008305.1_ASM1900830v1.fa.gz
GCA_018992335.1_ASM1899233v1	GCA_018992335.1_ASM1899233v1	Phyllosticta citricarpa	USA66	FADD0218	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018992335.1_ASM1899233v1.fa.gz
GCA_018992365.1_ASM1899236v1	GCA_018992365.1_ASM1899236v1	Phyllosticta citricarpa	USA68	FB0B3969	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018992365.1_ASM1899236v1.fa.gz
GCA_019008445.1_ASM1900844v1	GCA_019008445.1_ASM1900844v1	Phyllosticta citricarpa	USA73	F3951239	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019008445.1_ASM1900844v1.fa.gz
GCA_019008345.1_ASM1900834v1	GCA_019008345.1_ASM1900834v1	Phyllosticta citricarpa	USA74	FDE06A99	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019008345.1_ASM1900834v1.fa.gz
GCA_038380885.1_Pcit129764	GCA_038380885.1_Pcit129764	Phyllosticta citrichinensis	CBS 129764	FF463E32	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038380885.1_Pcit129764.fa.gz
GCA_038380875.1_Phcitr1	GCA_038380875.1_Phcitr1	Phyllosticta citrichinensis	CBS 130529	F6DB2302	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038380875.1_Phcitr1.fa.gz
GCA_038381115.1_Phy27169	GCA_038381115.1_Phy27169	Phyllosticta paracitricarpa	CBS 141357	F4FA39FB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038381115.1_Phy27169.fa.gz
GCA_038051015.1_Phypa1	GCA_038051015.1_Phypa1	Phyllosticta paracitricarpa	CBS 141358	F0B6925D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038051015.1_Phypa1.fa.gz
GCA_030028475.1_ASM3002847v1	GCA_030028475.1_ASM3002847v1	Phyllosticta paracitricarpa	GIHF303	F7E881D9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030028475.1_ASM3002847v1.fa.gz
GCA_030028435.1_ASM3002843v1	GCA_030028435.1_ASM3002843v1	Phyllosticta paracitricarpa	ZJUCC200937	F898E20B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030028435.1_ASM3002843v1.fa.gz
GCA_058224995.1_ASM5822499v1	GCA_058224995.1_ASM5822499v1	Phyllozyma linderae	CBS 7893	FDB08AFC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_058224995.1_ASM5822499v1.fa.gz
GCA_016880775.1_ASM1688077v1	GCA_016880775.1_ASM1688077v1	Phymatotrichopsis omnivora	NFPo1	FCE40C36	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_016880775.1_ASM1688077v1.fa.gz
GCA_016880785.1_ASM1688078v1	GCA_016880785.1_ASM1688078v1	Phymatotrichopsis omnivora	NFPo18	F40F134B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_016880785.1_ASM1688078v1.fa.gz
GCA_016880855.1_ASM1688085v1	GCA_016880855.1_ASM1688085v1	Phymatotrichopsis omnivora	NFPo20	F5B860B4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_016880855.1_ASM1688085v1.fa.gz
GCA_016880835.1_ASM1688083v1	GCA_016880835.1_ASM1688083v1	Phymatotrichopsis omnivora	NFPo30	FF2DD90D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_016880835.1_ASM1688083v1.fa.gz
GCA_964257135.1_public_SRR12240183_metabat2_bin.10	GCA_964257135.1_public_SRR12240183_metabat2_bin.10	Physcia biziana		F233F50B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_964257135.1_public_SRR12240183_metabat2_bin.10.fa.gz
GCA_937840595.1_SRR12240183_bin.19_CONCOCT_v1.1_MAG	GCA_937840595.1_SRR12240183_bin.19_CONCOCT_v1.1_MAG	Physcia sp.		FE728AFD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_937840595.1_SRR12240183_bin.19_CONCOCT_v1.1_MAG.fa.gz
GCA_964256995.1_public_SRR1532736_concoct_bin.13	GCA_964256995.1_public_SRR1532736_concoct_bin.13	Physcia stellaris		F2E7B2A9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_964256995.1_public_SRR1532736_concoct_bin.13.fa.gz
GCA_018902385.1_ASM1890238v1	GCA_018902385.1_ASM1890238v1	Physcia stellaris	C0375214F	F34DEB74	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018902385.1_ASM1890238v1.fa.gz
GCA_937854325.1_SRR12240182_bin.18_CONCOCT_v1.1_MAG	GCA_937854325.1_SRR12240182_bin.18_CONCOCT_v1.1_MAG	Physciaceae sp.		F46B703A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_937854325.1_SRR12240182_bin.18_CONCOCT_v1.1_MAG.fa.gz
GCA_964257145.1_public_SRR12240182_metabat2_bin.7	GCA_964257145.1_public_SRR12240182_metabat2_bin.7	Physciella chloantha		F94AC2FC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_964257145.1_public_SRR12240182_metabat2_bin.7.fa.gz
GCA_027596945.1_ASM2759694v1	GCA_027596945.1_ASM2759694v1	Physocladia obscura	JEL0513	F3EFA7DF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_027596945.1_ASM2759694v1.fa.gz
GCA_026026785.1_ASM2602678v1	GCA_026026785.1_ASM2602678v1	Piccolia ochrophora	Spribille 37415-TS-e1976	FDF89977	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_026026785.1_ASM2602678v1.fa.gz
GCA_030563725.1_ASM3056372v1	GCA_030563725.1_ASM3056372v1	Pichia awuae	CBS 11011	FAB480AE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030563725.1_ASM3056372v1.fa.gz
GCA_030569495.1_ASM3056949v1	GCA_030569495.1_ASM3056949v1	Pichia cabralensis	CBS 11679	F76EB0FB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030569495.1_ASM3056949v1.fa.gz
GCA_039700745.1_ASM3970074v1	GCA_039700745.1_ASM3970074v1	Pichia cactophila	CBS 6926	FE99796F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_039700745.1_ASM3970074v1.fa.gz
GCA_030563965.1_ASM3056396v1	GCA_030563965.1_ASM3056396v1	Pichia cactophila	NRRL Y-10963	F65A9C6A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030563965.1_ASM3056396v1.fa.gz
GCA_030574395.1_ASM3057439v1	GCA_030574395.1_ASM3057439v1	Pichia californica	NRRL Y-27254	F9C7FA1C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030574395.1_ASM3057439v1.fa.gz
GCA_016584265.1_ASM1658426v1	GCA_016584265.1_ASM1658426v1	Pichia californica	Olga-1	F5812DF6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_016584265.1_ASM1658426v1.fa.gz
GCA_016584195.1_ASM1658419v1	GCA_016584195.1_ASM1658419v1	Pichia californica	Olga-2	F6BD9924	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_016584195.1_ASM1658419v1.fa.gz
GCA_030565065.1_ASM3056506v1	GCA_030565065.1_ASM3056506v1	Pichia cephalocereana	NRRL Y-17225	F87F329B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030565065.1_ASM3056506v1.fa.gz
GCA_030570135.1_ASM3057013v1	GCA_030570135.1_ASM3057013v1	Pichia deserticola	NRRL Y-12918	F90025A8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030570135.1_ASM3057013v1.fa.gz
GCA_030579415.1_ASM3057941v1	GCA_030579415.1_ASM3057941v1	Pichia eremophila	NRRL Y-17224	F16B57E3	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030579415.1_ASM3057941v1.fa.gz
GCA_001649435.1_CEM2dn	GCA_001649435.1_CEM2dn	Pichia ethanolica	M2	FD5CCD54	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001649435.1_CEM2dn.fa.gz
GCA_030570435.1_ASM3057043v1	GCA_030570435.1_ASM3057043v1	Pichia ethanolica	NRRL Y-12615	FBCA7A99	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030570435.1_ASM3057043v1.fa.gz
GCA_030570195.1_ASM3057019v1	GCA_030570195.1_ASM3057019v1	Pichia exigua	NRRL Y-10920	FC13391E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030570195.1_ASM3057019v1.fa.gz
GCA_035610515.1_ASM3561051v1	GCA_035610515.1_ASM3561051v1	Pichia fermentans	CDLB.YE03	FE65C0E7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_035610515.1_ASM3561051v1.fa.gz
GCA_037041205.1_ASM3704120v1	GCA_037041205.1_ASM3704120v1	Pichia fermentans	F124-03	F0A9C5E6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037041205.1_ASM3704120v1.fa.gz
GCA_037041255.1_ASM3704125v1	GCA_037041255.1_ASM3704125v1	Pichia fermentans	F5206	FBDEEC22	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037041255.1_ASM3704125v1.fa.gz
GCA_003339355.1_UCD_Pferm_PL1	GCA_003339355.1_UCD_Pferm_PL1	Pichia fermentans	fo-MP-02	F4B2C56D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003339355.1_UCD_Pferm_PL1.fa.gz
GCA_030770065.1_ASM3077006v1	GCA_030770065.1_ASM3077006v1	Pichia fermentans	KUST-G0103	F8FC066F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030770065.1_ASM3077006v1.fa.gz
GCA_029581925.1_ASM2958192v1	GCA_029581925.1_ASM2958192v1	Pichia fermentans	NCYC 562	FB3FF5CC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029581925.1_ASM2958192v1.fa.gz
GCA_030570255.1_ASM3057025v1	GCA_030570255.1_ASM3057025v1	Pichia fermentans	NRRL Y-1619	F2D0E29D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030570255.1_ASM3057025v1.fa.gz
GCA_037041515.1_ASM3704151v1	GCA_037041515.1_ASM3704151v1	Pichia fermentans	PG124-03	F9C9D072	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037041515.1_ASM3704151v1.fa.gz
GCA_037041755.1_ASM3704175v1	GCA_037041755.1_ASM3704175v1	Pichia fermentans	R5424	F13989A1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037041755.1_ASM3704175v1.fa.gz
GCA_030556995.1_ASM3055699v1	GCA_030556995.1_ASM3055699v1	Pichia gijzeniarum	CBS 15024	F2395DD7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030556995.1_ASM3055699v1.fa.gz
GCA_046867425.1_ASM4686742v1	GCA_046867425.1_ASM4686742v1	Pichia heedii	CBS 6931	FDC58665	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_046867425.1_ASM4686742v1.fa.gz
GCA_046867465.1_ASM4686746v1	GCA_046867465.1_ASM4686746v1	Pichia heedii	CBS 6932	F35615EE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_046867465.1_ASM4686746v1.fa.gz
GCA_030579495.1_ASM3057949v1	GCA_030579495.1_ASM3057949v1	Pichia heedii	NRRL Y-10967	F9242C20	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030579495.1_ASM3057949v1.fa.gz
GCA_004931855.1_ASM493185v1	GCA_004931855.1_ASM493185v1	Pichia inconspicua	CBS 180	F0CF0F45	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_004931855.1_ASM493185v1.fa.gz
GCA_025531555.1_ASM2553155v1	GCA_025531555.1_ASM2553155v1	Pichia inconspicua	M1218	F622F9C7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025531555.1_ASM2553155v1.fa.gz
GCA_037040195.1_ASM3704019v1	GCA_037040195.1_ASM3704019v1	Pichia inconspicua	M126-08	F7689F18	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037040195.1_ASM3704019v1.fa.gz
GCA_030569135.1_ASM3056913v1	GCA_030569135.1_ASM3056913v1	Pichia inconspicua	NRRL Y-2029	F0088600	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030569135.1_ASM3056913v1.fa.gz
GCA_025531545.1_ASM2553154v1	GCA_025531545.1_ASM2553154v1	Pichia inconspicua	R1214	F8A66B6A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025531545.1_ASM2553154v1.fa.gz
GCA_030558495.1_ASM3055849v1	GCA_030558495.1_ASM3055849v1	Pichia insulana	CBS 11169	F647FFC2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030558495.1_ASM3055849v1.fa.gz
